text,stars,sentiment,film_id
"65% - Sedm je sice technicky výborný film se skvělými herci, ale kromě nedotaženého nápadu se smrtelnými hříchy na něm nevidím nic tak strašně vzrušujícího. Film na jedno shlédnutí, který se liší od ostatních detektivek alla Místo činu pouze větším nákladem a trochu drsnějším westernovým koncem. Jedním uchem tam, druhým ven. Je mi líto, ale ani na podruhé jsem nepochopil jeho tak vysokou popularitu.",3,neutral,2671
"Ja viem, urcite si proti sebe postvem vela ludi, ale nemozem dat inac. Videla som koooooopec lepsich filmov, ale musim uznat, ze to bolo majstrovske dielo. Ale bohuzial nie pre mna. Ja som sa nudila a z celeho filmu ma bavila dohromady asi pol hodinka. Mozete ma nazvat neznalcom, ignorantom, ale ja hodnotim filmy na zaklade pocitov, ktore pri nich mam. A tento vo mne nevzbudil ziadne. Smiech, slzy, euforiu, NIC. Nechal ma chladnou ako cencul.",3,neutral,2982
"::::::::::::: Půjdu proti proudu. Nuda jako v kostele. Konec je jako z nějaké pohádky pro děti. Nezanechalo to ve mne vůbec žádné pocity a to jsem dal tomuhle filmu několik šancí a zhlédl ho několikrát, ale nic. Jack Nicholson je ale opravdu pan herec, ale v tomhle filmu mě vyloženě sral a jak ho na konci sestra ""zabila"", tak mi to bylo úplně jedno. Měl jsem šílený problém se vcítit do ostatních postav, je-likož mi nějak nešlo s nimi sympatizovat. Miloš Forman je vynikající režisér a jeden z nejlepších vůbec, ale tenhle film mě nechal naprosto chladným, osobně mám nejradší Milošův Lid versus Larry Flint, Amadea a Černého Petra - to jsou vynikající díla. Jestli chci ukápnout nějakou tu slzu, tak šáhnu po Zelené míli nebo Věznici Shawshank - to jsou filmy, které mne vždy zaručeně dojmou. www.svet2012.info :::::::::::::",3,neutral,2982
"Dle zdejších komentářů se jedná o brilantně zrežírovanou perlu světové kinematografie, s čímž sice mohu souhlasit, ale pocitu nudy jsem se nezbavil ani po několika koukacích pokusech, jejichž smyslem bylo plnohodnotné docenění snímku. Možná je to tím, že už jsem mladý příliš dlouho na to, abych stavěl rebelii nad řád, ale spíše je to potvrzením skutečnosti, že u Formanových filmů jsem nikdy žádný umělecký orgasmus nezažil.",3,neutral,2982
"S tématem jsem hodně bojovala. Je to jeden z dalších filmů, kde vnímám jasné poselství, ale zřejmě není adresované tak docela pro mě. Nedokázala jsem se ztotožnit s nikým ze zúčastněných, s hlavním hrdinou už vůbec ne. Toto ryze americké téma pro mou osobnu postarádalo, co by ho převyšovalo. Uznávaný film, který mě neoslovil.",3,neutral,2982
"Dlouho se mi doma válel tenhle film. Obsáhlejšího komentáře se asi raději zdržím, Forman mi do teď nic neříkal a ani nemám chuť doplnit jeho další filmy, ale zaplnil jsem si aspoň poslední mezeru ve zdejší top 20 a stavím se k tomu neutrálně Nicholson skvělý film slušné řemeslo, ale úplně mě nestrhnul takže lepší trojec. Finito.65%",3,neutral,2982
"Jako film o jedné z nejtemnějších kapitol našich dějin je to výborné dílo, a ano, Spielberg to natočil skvěle. Tedy...některé scény. Když chce realitu, umí ji vyprodukovat. Jenže Schindlerův seznam realita není. Ó nenene, přátelé, holocaust a všechno to zlo, to je realita. Malé příběhy o lidskosti, to je realita. I děsivý Amon Goeth, to je realita. Ale Oskar Schindler, tak jak nám ho Spielberg vymaloval??? To ani omylem realita není. Oskar Schindler byl normální vykořisťovatelská manipulátorská říšská svině, která v tom uměla chodit. Když se realita překrucuje takovýmhle způsobem (a nikdo mě nepřesvědčí, že v tom nebyla snaha naprat do diváků větší emoce, aby se o tom ještě víc mluvilo, a aby na to přišlo ještě víc lidí a vyrejžovalo se na tom ještě víc peněz - i kdyby to bylo za účelem zviditelnění toho jak to tenkrát skutečně bylo), nemůže ani strhující výkon Liama Neesona přesvědčit. Jako film je Seznam skvěle odvedená práce. Je však třeba ho vnímat celkově, i s dopadem na společnost, a tady je to něco s čím se nesmířím. Glorifikovat válečného zločince si nesmí dovolit ani ""geniální"" Spielberg!!! Tohle nesmí být film, který vás odpoutá od skutečnosti...Výsledné hodnocení je průměrem mezi působivostí a realitou.",3,neutral,8653
"""Sterne, pokud tato továrna kdy vyrobí nábojnici skutečně vhodnou k střelbě, budu hrubě nespokojen."" Sledovat tříhodinové černobílé drámo takřka bez známek jakéhokoli odlehčení, tak to skutečně není nic pro mne. Zvlášť, když to celé pojednává o týpkovi spokojeném s levnou pracovní silou, kterého se Spielberg rozhodl, v rámci nekompromisního tažení za Oscarem, obléct do oděvu svatého.",3,neutral,8653
"(1001) No nevím, když existují věci jako Saulův syn, Obchod na korze a Daleká cesta, tak mám prostě problém vnímat Schindlerův seznam jako ""stěžejní dílo světové kinematografie"". Potom si musím vědomě připomenout, že existuje víc než jeden tvůrčí přístup a že tak to je v pořádku, ale taky si zároveň nemůžu pomoct, abych se na některé ty přístupy nedívala trochu spatra. Sice vykřikuji ""Oh the humanity!"" každou minutu aspoň třikrát, ale stejně... Například ta často citovaná scéna s děvčátkem v červeném kabátě by byla o moc působivější, kdyby nebyla tolik přerušovaná střihem, kdyby byla snímaná ze sjednocené perspektivy delší dobu a teprve po ní kdyby následoval (jeden a delší) záběr do tváře Oskara Schindlera, který to ""všechno vidí"". A posledních dvacet minut... no byla to Stevenova volba.",3,neutral,8653
"Stevena Spielberga považuju bez ohledu na to, jaký počet hvězdiček naděluji Schindlerovu seznamu, za jednoho z nejlepších světových vypravěčů filmového plátna, vynikajícího řemeslníka a fabulátora.  V táboře filmových fanoušků se někdy objevují hlasy, že jde o příliš komerčního autora a z jeho tvorby berou vážně pouze Schindlerův seznam, případně Zachraňte vojína Ryana. Osobně mám přesně opačný pocit. Spielberg vždycky vyprávěl pohádky, ať již pro děti nebo pro dospělé, a perfektně se hodí právě k realizaci oddechových projektů a žánrů. Sci-fi, dobrodružný příběh nebo fantasy z jeho dílny je obvykle chuťovka. Horší je to, když se chystá vstoupit na půdu výsostného umění a chce odvést nadčasovou, co nejserióznější práci. Spielberg totiž u nich používá podobné nebo vlastně totožné prostředky jako u svých oddechových projektů. Na Schindlerově seznamu mi vadí hned několik poměrně závažných věcí. Za prvé, celý příběh je založený na uměle vytvořeném mýtu a i když jeho jádro je pravdivé, vyznívá v konečném důsledku jako zprávy Rádia Jerevan. Fakta jsou tu totiž postavena na hlavu. Oskar Schindler byl dobrodruh, nacista ne z přesvědčení, ale na základě tvrdého kalkulu, manipulátor a tvrdý bezohledný obchodník a vykořisťovatel. Dá se o něm napsat spoustu negativního a spíš než ho obdivovat by bylo mnohem přesnější jím opovrhovat a odsoudit ho. Historické snímky obvykle přistupují k výkladu historických faktů liknavě a berou si z nich jen to, co potřebují k dosažení cíle nebo dílčího efektu. A většinou, pokud se to týká vzdálené historie, to divákům ani nevadí - s výjimkou historiků a fanoušků historické vědy. Tady je to ale tak do očí bijící a týká se to tak citlivého tématu, že mi to vadí zásadně. Skutečná úloha Schindlera je už historiky dobře zmapovaná a zcela odporuje všemu, co Spielberg ve svém filmu předvádí. Do pracovního lágru byli vybíráni většinou vězni z řad židovské policie, kolaboranti nebo ti, kteří museli zaplatit. V lágru panovaly velice tvrdé podmínky a jeho jedinou výhodou bylo, že nebyl programově vyhlazovací, tedy tam chyběly plynové komory. Schindlerovi byli vězni naprosto lhostejní a jediné, co ho zajímalo, bylo jak zpeněžit jejich otrockou dřinu. Mimochodem, ani Oskar Schindler ani kdokoli jiný nezachránil žádný lidský život. Za ty, kteří byli odvedeni do Protektorátu, museli být vybráni k likvidaci jiní vězni... Dalším problémem je Spielbergovo typické ždímání emocí, kde se dá, citově manipuluje, dojímá, vydírá a chová se jako typický výrobce blockbusterů. Přes to všechno dokáže zprostředkovat hrůzy holokaustu nejširšímu publiku a to v době, kdy už nás dělí od událostí mnoho desítek let a přímí svědkové vymírají, rozhodně není málo. Přinejmenším scéna likvidace ghetta patří k těm filmařsky zapamatováníhodným. Celkový dojem: 60 %.",3,neutral,8653
"Nevím čím to je, ale tenhle film na mě nijak nezapůsobil. Líbila se mi výprava, atmosféra té doby, zejména kostýmy. Herecké výkony bych také označil za velice dobré, Steven Spielberg jako režisér nezklamal, dokonce se mi líbila i ta nebarevnost, která jakoby jen podtrhla výsledný efekt filmu, ale ten scénář, ten byl prázdný. Pomalu jsem si připadal, jako když sleduji příběh, který už byl ze začátku 'odsouzen' k úspěchu. Připadá mi, že tento film je milovaný jen proto, že tolik útočí na city a hlavně kvůli době, o které vypovídá. Také mě fascinuje druhá světová válka, ale rozhodně jsem si ji představoval trochu jinak, neviděl jsem ve filmu tu krutost Němců, Ralph Fiennes střílející po vězních ze své vily mi připadal nevěrohodný, neviděl jsem smutek ve tvářích odsouzených židů, nevěřil jsem. Jediná scéna, kdy jsem slzil byla ta, ve které se režisér inspiroval Trierovou Evropou. Je to scéna s dívkou, která na sobě nese červený kabátek, ta mě opravdu dostala. Celkově se jedná o nadprůměrný film, který ale rozhodně nesplnil mé představy...",3,neutral,8653
"Ajaj, nevím, co jsem od tohoto snímku vlastně čekal, jestli nějaký drtivý filmový zážitek, ale... Jedná se o uslzený příběh z druhé světové války, ale nic světoborného bych na tom nehledal. To musí mít každý dojemnější film z koncentračního tábora preventivně nejvyšší hodnocení? Ale o tom to není... Navíc jsem se podstatnou část filmu nudil, ta stopáž je úděsná. Opravdu nevím, co na to říct, snažím se být objektivní, no a podle mého si tento snímek zaslouží krásné tři hvězdičky za ""dobře"" odvedenou práci. Viděl jsem, zhodnotil jsem, jdu dál. Fakt sorry, Stevene.",3,neutral,8653
"Nechci nikomu brát, že jde o mistrovské dílo, ale 7 Oskarů za tohle? No nevím. Plno zbytečných scén, které mohly být nahrazeny takovými, které alespoň dotvářejí dějovou linii. Tři hodiny je opravdu moc i na tento film. Očekával jsem víc, doufal jsem, že si na konci popláču a nic. Doufal jsem v nějaké záběry z Osvětimi, kterou jsem měl tu možnost navštívit. Nakonec se poštěstilo, bohužel moc záběrů tam nebylo. Jedna z nejlepších scén tady byla ta, když přijížděl vlak pod branou do Osvětimi. Bohužel ani záběry na popravy ve mě nevyvolaly mráz po zádech, nemělo to takovou atmosféru, kterou bych žádal.",3,neutral,8653
"Filmařsky naprosto bezchybný a geniální film, mě ale daná problematika moc nezaujala a bylo mi celkem jedno, jak to všechno skončí. Největším plusem je Marlon Brando, ten i když jenom leží a mlčí, je nejcharismatičtější postavou na obrazovce. Přestože mě tento snímek neohromil tak, jak jsem čekal, jsem docela zvědavý na druhý díl.",3,neutral,1644
":::::::::::::::::::::::::::: Krásně natočeno, ale nebavilo. Velká klasika ne mne zapůsobila spíše nudně, ale i tak je to opravdu kvalitní film s výbornými hereckými výkony. Bohužel jsem ale usínal. Na další dva díly nemám chuť se dívat. Mé oblíbené mafiánské filmyCasino, ScarfaceaCarlitova cestabyly nepřemoženy !! :::::::::::::::::::::::::::::",3,neutral,1644
"Zase tady vidim hodnocení přes 90% a nestačim se divit. Téměř 3-hodinová stopáž je sice varovnej signál, ale od filmu, kterej je v hodnocení na IMDB dokonce na 1. místě, jsem teda nečekal, že to bude až taková nuda. A obávám se, že i kdyby se vystříhaly všechny ty scény, kde banda Italů žere špagety a chlastá víno a další nudný pasáže, tak to stejně ScorsesehoMafiánůmnebude sahat ani po kotníky. Kmotr je akorát další kultovní film, kterej mě nechal naprosto chladnym a na další díly ani nemam moc chuť.",3,neutral,1644
"(1001) Film jsem viděla několikrát v domnění, že se na něj dívám poprvé. Mezi jednotlivými promítání jsem vždy zapomněla, že už jsem to viděla, a uvědomila jsem si to až někdy ke konci, umrtvena procesem sledování. Vlastně se tomu ani nedivím, protože jsem postupem času dospěla k tomu, že mafiánské filmy nejsou pro mě. Většinou jsou o penězích, moci a strachu ze smrti, což mě nezajímá. Postupem času jsem se naučila ocenit Alovu démonicky děsivou proměnu, která ale tkví pouze v čím dál víc vyprázdněné krutosti jeho pohledu. Na plátně ze všech individuálních postav tráví asi nejvíc času, ale přesto se k němu film/scénář/Coppola nechová jako k hlavní postavě. Mám problém s tím, že na to, jak je film celkově doslovný, tak v jeho psychologii dělá mlčenlivé skoky přes spoustu důležitých kroků, možná i důležitějších než ty, které jsou vidět. Brando mě zase tolik nehypnotizuje, jiné jeho spontánnější polohy mám raději. John Cazale se vyskytuje všeho všudy asi ve čtyřech scénách a kromě pozvání děvek na pokoj neudělá nic, z toho jsem byla zklamaná. S Diane Keaton se zametá jako s koštětem, což má souvislost s násilím páchaném na Pacinově lince. Takže bych kolem a kolem byla raději za sevřenější formát než pokus o epickou fresku. A záměrně/rouhačsky jsem použila slovo pokus, ano.",3,neutral,1644
"Kmotr patří mezi světovou literaturu, je dobré si ho přečíst (možná později než v sedmnácti...), dle mého soudu jen vidět na plátně nestačí. Jeho převedení do filmové podoby je zdařilé, i když místy rozvláčné, líbily se mi pasáže ze Sicílie. Co by člověk mírumilovný nemusím žádný film, kde jsou brutální scény a násilí, proto se mi všechny gansterské filmy hodnotí velice nesnadně. U Kmotra bych si dokázala představit kratší stopáž a víc propracované jednotlivé postavy.",3,neutral,1644
"Ze záhadných důvodů se mi tenhle obecně známý kousek celé dekády vyhýbal, ačkoliv ho vzhledem ke stařičkému dabingu hereckých legend musela už kdysi dávno a nejspíš opakovaně vysílat Československá televize. Nejsem tedy ovlivněn nostalgií, ba co víc, už před časem jsem viděl remake z dílny Nikity Michalkova. Pokud nemáte možnost vidět srovnávané filmy v téže době, je lepší se porovnání vyhnout, spoléhat se na vzpomínky bývá ošidné. Je ale pravdou, že Michalkovova verze mi přišla nepoměrně působivější a svěžejší. V 50. letech Lumetův snímek nepochybně představoval základní stavební prvek žánru soudního dramatu. Jednalo se o film, který zaslouženě výrazně vyčníval mezi tehdejší produkcí. Dnes už ale z mého pohledu vyčpěl. Jakkoliv je možné, že se na mém negativním dojmu podílel starý dabing. Původní dabing z dob, kdy se mu věnovala mimořádná pozornost, bývá obvykle hodnocen vysoko, rozhodně výš než komercí ovlivněná současnost, ale výběr herců a jejich foglarovské podání mi přijdou nepatřičné. Drama plyne bez překvapení, herci vzorně naplňují odhadnutelné úlohy, které jim režisér přisoudil, u 10 z 12 porotců jsem odhadl pořadí, v jakém se budou měnit jejich stanoviska, a to rozhodně není dobrá vizitka. Obvykle nemívám problém s divadelním vzezřením snímku, ani s ""ukecanými"" filmy. Tohle je ale výjimka. Celkový dojem: 55 %.",3,neutral,6178
"Vážně nechápu, co na tomto filmu je tak úžasného. Dvanáct chlapíků má rozhodnout o vině či nevině pro mladého obžalovaného. Jedenáct je po šestidenním procesu a vyslechnutí svědků jasně přesvědčeno, že mladík svého otce zabil. Ovšem jejich verdikt musí být jednoznačný, ale jeden je proti. Neví, jestli to byl opravdu zločin a chce si o tom promluvit. Ten někdo je velký Henry Fonda, který stejně jako zbytek herců hraje excelentně, ale to mi nestačí. Film plný sáhodlouhých monologů a dialogů má v sobě určitě něco zajímavého, ale nenabízí nic extra. A víte proč? Už po deseti minutách je totiž jasné, jak to dopadne. Očekával jsem, že to skončí nějak zajímavěji, ale to se bohužel nestalo. Nenásilně jsem se filmem prokousal až na konec, který měl být jako nějakým vyvrcholením? No, přišlo mi to docela suché a typicky americky hrané na city. Tento film rozhodně nemá na to, aby uzavíral nejlepší desítku na čsfd.70%",3,neutral,6178
"Nápadně mi to připomíná Porotce s Demi Moore, ale není třeba spekulovat o otm, co bylo dřív a kdo koho kopíroval...",3,neutral,6178
"Z úcty před tímto filmem nedám nižší hodnocení...je pravda, co tu všichni píšete (na malém prostoru velké dílo), ale já nejsem právník a tento film mě jednoduše nebavil...to je vše, co k tomu mohu říci.",3,neutral,6178
"Můj vztah k Nedotknutelným (přesněji TĚMTO Nedotknutelným, protože s názvem Intouchables budu mít navždy spojenou De Palmovu gangsterku) by se dal popsat asi takto: ""Na počátku byl hype."" I z toho důvodu jsem si dal se zhlédnutím hodně na čas (film jsem viděl až v televizi cca před půl rokem), a dokonce se věci sešly tak, že jsem stihl vidět i zatím poslední film z dílny dua Nakache-Toledano, Dokud Nás Svatba Nerozdělí. A kupodivu když mi pak prošli ""rukama"" Nedotknutelní, měl jsem z nich v řadě ohledů velmi podobné pocity. Ano, je to velmi dobře zahrané, po řemeslné stránce velmi dobře vedené, ale zcela průhledné a nepřekvapivé, sestavené z očekávatelných figur a očekávatelných situací (jistě, obvykle v nich není k vidění kvadruplegik), a že by mělo jít o bůhvíjak přelomový film nebo i ""jen"" film roku, to bych neřekl. Na moji ""první signální"" to zkrátka a dobře nezapůsobilo a v hlavě mi tato záležitost zůstává už jen díky tomu přeceňování, které se jí dostalo a stále dostává. 8. nejlepší film? Ale prosím Vás... 70%",3,neutral,306731
"Příjemná humorná dramatická komedie se sympatickými hlavními hrdiny, která sem tam zaperlí nějakým černým/nekorektním vtípkem, ale ve výsledku je to stejně jen klasická dobrosrdečná lidská pohádka s humanistickým poselstvím. Aneb film, který není VŮBEC ničím výjimečný. A právě proto se mu tu dostává až přílišné pozornosti, neboť svou výjimečností nemůže nikoho srát. Je to zkrátka takové všeobecně líbivé. 7/10",3,neutral,306731
"Černej anděl v buržoazním sídle. V Americe africké chůvy učí děti měšťánků emocionální úplnosti, v Británii jemenský šejk káže deprimovaným hrdinům o smyslu života a ve Francii senegalský čahoun vrací kvadruplegickému milionáři chuť do všeho tím, že selanku pracháčů mění na soft verzi pařížského předměstí (přitom se ale samozřejmě sám asimiluje krásou ""vysokého umění""). Jestli tohle není midcultový tyglík se všemi ingrediencemi, jsem já beznohý satyr. S oběma zmíněnými filmy pojí Nedotknutelné to, že jsou od pasu dolů mrtví (včetně srdce a koulí), ale přeci jen jim to dost dobře pálí na to, aby se jich člověk nemohl urážlivě dotýkat. Je to veselé, výhřevné, někdy dokonce lehce za hranou politické korektnosti, ale je to, jako by řekl gruzínský knírač, nekonfliktní a obalené v hedvábí. Francouzi tyhle multi-kulti okrasy dělat umějí, a mocně aplaudované dílo dvojice režisérů má tu krásnou vlastnost, že aspoň nepodsouvá žádné kliškovité stereotypy sociální a politické (přinejmenším filantropický pracháč nezachraňuje socku z ghetta), byť té podlézavosti prostřednímu vkusu je tam na můj vkus moc - nakonec je to tak  vlastně něco mezi pohádkou a komedií. Vysoké hodnocení na rozdíl od tupoučkého hovínka jménem Černobílý svět chápu... ale na mě prostě podobné emocionální kalkulačky nefungují. P.S. Komisař Cluzet je skvělý...",3,neutral,306731
"Moja pani manželka má tento film veľmi rada, ale ja som si k nemu cestu nikdy nenašiel. Nepáči sa mi absencia poriadneho scenára. Vinou toho ide skôr o zlepenec, než o film s plnohodnotným dejom. Herecké výkony mi pripadali zaliečavé, prízemné, jednoduché a priemerné. Musím dať len 3*, pretože mi tej povrchnosti, dobroty a zjednodušovania pripadalo predsa len priveľa na jeden film. Mám rád feel good filmy, ale toto pripadalo prehnané už aj mne. Nechcem povedať, že sa všetky snímky o ochrnutých ľuďoch musia niesť vo vyložene vážnom duchu (ako napr.Volanie moras Bardemom aleboSkafander a motýľs Amalricom), ale toto bola miestami predsa len rozprávka. Vlastne som sa čudoval, keď som zistil, že scenár nenapísal Luc Besson. Diváci boli každopádne nadšení, snímka s rozpočtom necelých 10 miliónov eur zarobila celosvetovo 426 (!).",3,neutral,306731
"Velmi otravný film, který na úrovni vlezlosti určitě funguje, ale já o filmech i přemýšlím, takže fakt ne. 2 a 1/2",3,neutral,306731
"Asi jsem divnej, ale pro mě je to jenom průměrná komedie. Nechápu, z čeho jsou všichni tak na větvi. Je to takovej trochu zábavnější remake filmu Řidič slečny Daisy.60%",3,neutral,306731
